Electorate,State,Party,Margin,Total,"Natural and Physical Sciences, nfd",% Natural & Physical Sciences,Mathematical Sciences,%Mathematical Sciences,Physics and Astronomy,% Physics & Astronomy,Chemical Sciences,% Chemical Sciences,Earth Sciences,% Earth Sciences,Biological Sciences,% Biological Sciences,Other Natural and Physical Sciences,% Other Sciences,"Information Technology, nfd",% IT,Computer Science,% Computer Science,Information Systems,% Information Systems,Other Information Technology,% Other IT,"Engineering and Related Technologies, nfd",% Engineering,Manufacturing Engineering and Technology,% Manufacturing Engineering,Process and Resources Engineering,% Process and Resources Eng.,Automotive Engineering and Technology,% Automotive Engineering,Mechanical and Industrial Engineering and Technology,% Mechanical and Industrial Eng.,Civil Engineering,% Civil Eng.,Geomatic Engineering,% Geomatic Eng.,Electrical and Electronic Engineering and Technology,% Electrical and Electronic Eng.,Aerospace Engineering and Technology,% Aerospace Eng.,Maritime Engineering and Technology,% Maritime Eng.,Other Engineering and Related Technologies,% Other Eng.,"Architecture and Building, nfd",% Architecture,Architecture and Urban Environment,% Archi & Urban,Building,% Building,"Agriculture, Environmental and Related Studies, nfd",% Agriculture & Enviro,Agriculture,% Agriculture,Horticulture and Viticulture,%Horticulture & Viticulture,Forestry Studies,% Forestry,Fisheries Studies,% Fisheries,Environmental Studies,% Environ,"Other Agriculture, Environmental and Related Studies",% Other Agri,"Health, nfd",% Health,Medical Studies,%Medical,Nursing,% Nursing,Pharmacy,%Pharmacy,Dental Studies,% Dental,Optical Science,% Optical,Veterinary Studies,% Vet,Public Health,% Public Health,Radiography,%Radiography,Rehabilitation Therapies,%Rehab,Complementary Therapies,% Comple. Med,Other Health,%Other Health,"Education, nfd",% Education,Teacher Education,% Teacher,Curriculum and Education Studies,% Curriculum,Other Education,% Other Education,"Management and Commerce, nfd",% Management & Commerce,Accounting,% Accounting,Business and Management,% Business,Sales and Marketing,% Sales & Marketing,Tourism,%Toursim,Office Studies,% Office,"Banking, Finance and Related Fields",% Banking & Finance,Other Management and Commerce,% Other Management,"Society and Culture, nfd",%Society,Political Science and Policy Studies,%Poli Sci,Studies in Human Society,% Human Society,Human Welfare Studies and Services,% Human Welfare,Behavioural Science,% Behavioural Science,Law,% Law,Justice and Law Enforcement,% Justice,"Librarianship, Information Management and Curatorial Studies",% Librarianship,Language and Literature,%Language & Lit,Philosophy and Religious Studies,% Philosophy,Economics and Econometrics,% Economics,Sport and Recreation,% Sport,Other Society and Culture,% Other Society,"Creative Arts, nfd",% Creative Arts,Performing Arts,%Performing Arts,Visual Arts and Crafts,% Visual Arts,Graphic and Design Studies,% Graphic and Design,Communication and Media Studies,% Communication and Media,Other Creative Arts,% Other Creative Arts,"Food, Hospitality and Personal Services, nfd",% Food,Food and Hospitality,% Food and Hospitality,Personal Services,% Personal Services,"Mixed Field Programmes, nfd",% Mixed Field,General Education Programmes,% General Education,Social Skills Programmes,% Social Skills,Employment Skills Programmes,% Employment Skills,Other Mixed Field Programmes,% Other Mixed Field,Field of study inadequately described,% Inadequately described,Field of study not stated,% Not stated,Not applicable,% N/A
McPherson,QLD,LNP,12.20,"148,252",320,0.002158487,29,0.000195613,4,2.69811E-05,36,0.00024283,20,0.000134905,106,0.000714999,206,0.001389526,866,0.005841405,144,0.000971319,11,7.4198E-05,0,0,1552,0.010468661,893,0.006023528,80,0.000539622,1173,0.007912204,1615,0.010893614,280,0.001888676,59,0.000397971,2509,0.016923886,248,0.001672827,150,0.001011791,77,0.000519386,0,0,649,0.004377681,5650,0.038110784,0,0,78,0.000526131,471,0.003177023,0,0,0,0,139,0.000937593,3,2.02358E-05,481,0.003244476,650,0.004384427,3667,0.024734911,211,0.001423252,377,0.002542967,33,0.000222594,100,0.000674527,390,0.002630656,73,0.000492405,789,0.005322019,89,0.000600329,421,0.002839759,641,0.004323719,4823,0.032532445,0,0,188,0.001268111,431,0.002907212,1983,0.013375874,6675,0.045024688,1840,0.0124113,516,0.00348056,1150,0.007757062,877,0.005915603,130,0.000876885,190,0.001281602,61,0.000411462,169,0.001139951,2992,0.020181853,628,0.004236031,800,0.005396217,347,0.002340609,67,0.000451933,341,0.002300138,221,0.001490705,156,0.001052262,1005,0.006778998,178,0.001200658,86,0.000580093,234,0.001578394,288,0.001942638,821,0.005537868,970,0.006542913,0,0,0,0,2834,0.0191161,2475,0.016694547,0,0,107,0.000721744,0,0,0,0,0,0,707,0.004768907,10959,0.073921431,75414,0.50868791
Moncrieff,QLD,LNP,15.36,"163,497",390,0.002385365,72,0.000440375,18,0.000110094,44,0.000269118,9,5.50469E-05,163,0.00099696,285,0.001743151,1213,0.007419096,198,0.001211031,6,3.66979E-05,0,0,1782,0.010899283,915,0.005596433,134,0.000819587,1327,0.008116357,1670,0.010214255,333,0.002036735,24,0.000146792,2315,0.014159281,269,0.00164529,168,0.001027542,41,0.000250769,0,0,730,0.004464914,5197,0.031786516,0,0,174,0.00106424,418,0.002556622,0,0,0,0,93,0.000568818,10,6.11632E-05,514,0.003143789,945,0.005779923,3700,0.022630385,302,0.001847129,452,0.002764577,18,0.000110094,70,0.000428142,282,0.001724802,56,0.000342514,778,0.004758497,52,0.000318049,420,0.002568854,542,0.003315046,4541,0.02777421,0,0,122,0.000746191,811,0.004960336,2457,0.015027799,8223,0.050294501,2229,0.013633278,694,0.004244726,1076,0.006581161,1050,0.006422136,260,0.001590243,189,0.001155985,100,0.000611632,240,0.001467917,3037,0.018575264,711,0.004348704,1015,0.006208065,287,0.001755384,48,0.000293583,532,0.003253882,117,0.000715609,281,0.001718686,1027,0.006281461,264,0.001614709,122,0.000746191,378,0.002311969,331,0.002024502,772,0.004721799,1271,0.007773843,0,0,0,0,3740,0.022875037,2811,0.017192976,0,0,165,0.001009193,0,0,0,0,0,0,833,0.005094895,15994,0.097824425,79043,0.483452296
Moreton,QLD,ALP,1.90,"158,339",1034,0.006530293,177,0.001117855,89,0.000562085,285,0.001799936,152,0.000959966,753,0.004755619,613,0.00387144,2888,0.018239347,734,0.004635624,60,0.000378934,0,0,2788,0.017607791,673,0.004250374,357,0.002254656,869,0.005488225,1842,0.011633268,661,0.004174587,53,0.000334725,2379,0.015024725,179,0.001130486,48,0.000303147,126,0.000795761,0,0,1116,0.007048169,2513,0.015871011,0,0,201,0.001269428,186,0.001174695,15,9.47335E-05,0,0,322,0.002033611,7,4.42089E-05,485,0.003063048,1253,0.007913401,3556,0.022458144,477,0.003012524,391,0.002469385,20,0.000126311,56,0.000353672,405,0.002557803,82,0.000517876,942,0.005949261,45,0.0002842,263,0.001660993,868,0.005481909,4842,0.030579958,0,0,104,0.000656819,1450,0.009157567,4105,0.025925388,9085,0.057376894,1495,0.009441767,243,0.001534682,520,0.003284093,1215,0.00767341,392,0.002475701,345,0.002178869,253,0.001597838,560,0.003536716,2516,0.015889958,975,0.006157674,1488,0.009397558,265,0.001673624,202,0.001275744,1049,0.006625026,231,0.001458895,575,0.003631449,432,0.002728323,225,0.001421002,168,0.001061015,631,0.003985121,468,0.002955684,799,0.005046135,1326,0.008374437,0,0,0,0,2162,0.013654248,1073,0.0067766,0,0,191,0.001206273,0,0,0,0,0,0,1163,0.007345,9261,0.058488433,76410,0.482572203
Oxley,QLD,ALP,6.39,"164,189",520,0.003167082,120,0.000730865,17,0.000103539,164,0.000998849,61,0.000371523,327,0.001991607,354,0.002156052,1900,0.01157203,354,0.002156052,42,0.000255803,0,0,2411,0.014684297,763,0.004647084,447,0.002722472,1283,0.007814165,2372,0.014446766,469,0.002856464,52,0.000316708,2350,0.014312774,387,0.00235704,32,0.000194897,71,0.000432428,0,0,308,0.001875887,2783,0.016949978,0,0,148,0.0009014,243,0.001480002,0,0,4,2.43622E-05,103,0.000627326,9,5.48149E-05,347,0.002113418,411,0.002503213,3338,0.020330229,286,0.001741895,249,0.001516545,30,0.000182716,51,0.000310618,383,0.002332678,46,0.000280165,476,0.002899098,31,0.000188807,174,0.001059754,480,0.00292346,3924,0.023899287,0,0,227,0.001382553,593,0.003611691,2391,0.014562486,7349,0.044759393,1147,0.006985852,218,0.001327738,657,0.004001486,739,0.004500911,830,0.00505515,191,0.001163294,88,0.000535968,206,0.001254652,3566,0.021718873,556,0.003386341,560,0.003410704,424,0.00258239,69,0.000420247,345,0.002101237,282,0.001717533,221,0.00134601,524,0.003191444,305,0.001857615,52,0.000316708,195,0.001187656,199,0.001212018,380,0.002314406,577,0.003514243,0,0,0,0,1967,0.011980096,1465,0.008922644,0,0,117,0.000712593,0,0,3,1.82716E-05,0,0,748,0.004555725,13672,0.08326989,91684,0.558405252
Petrie,QLD,LNP,8.40,"159,761",288,0.001802693,48,0.000300449,6,3.75561E-05,34,0.000212818,52,0.000325486,111,0.000694788,205,0.001283167,1532,0.009589324,261,0.00163369,17,0.000106409,0,0,1988,0.012443588,1046,0.00654728,216,0.00135202,1433,0.008969648,2283,0.014290096,364,0.002278403,77,0.00048197,2839,0.017770294,698,0.004369026,85,0.000532045,76,0.000475711,0,0,249,0.001558578,4225,0.026445753,0,0,90,0.000563341,392,0.002453665,0,0,0,0,48,0.000300449,14,8.76309E-05,285,0.001783915,466,0.002916857,4338,0.02715306,145,0.000907606,207,0.001295685,8,5.00748E-05,85,0.000532045,400,0.00250374,44,0.000275411,438,0.002741595,31,0.00019404,210,0.001314463,488,0.003054563,4400,0.02754114,0,0,243,0.001521022,315,0.001971695,2102,0.013157153,7395,0.046287893,1376,0.008612865,334,0.002090623,827,0.005176482,724,0.004531769,661,0.00413743,229,0.001433391,104,0.000650972,163,0.001020274,4106,0.025700891,430,0.00269152,433,0.002710299,506,0.003167231,97,0.000607157,226,0.001414613,284,0.001777655,154,0.00096394,714,0.004469176,302,0.001890324,59,0.000369302,203,0.001270648,260,0.001627431,405,0.002535037,587,0.003674238,0,0,0,0,2515,0.015742265,1942,0.012155658,0,0,135,0.000845012,0,0,0,0,0,0,777,0.004863515,10928,0.068402176,87513,0.547774488
Rankin,QLD,ALP,6.44,"175,771",364,0.002070876,108,0.000614436,15,8.53383E-05,119,0.000677017,9,5.1203E-05,143,0.000813559,278,0.001581603,2145,0.012203378,303,0.001723834,39,0.00022188,3,1.70677E-05,1995,0.011349995,978,0.005564058,259,0.001473508,1641,0.009336011,2453,0.013955658,351,0.001996916,20,0.000113784,2387,0.01358017,113,0.000642882,52,0.000295839,146,0.000830626,0,0,305,0.001735212,3754,0.021357334,0,0,120,0.000682706,236,0.001342656,4,2.27569E-05,0,0,58,0.000329975,14,7.96491E-05,215,0.001223182,389,0.002213107,3130,0.017807261,245,0.001393859,235,0.001336967,11,6.25814E-05,48,0.000273083,264,0.001501954,20,0.000113784,274,0.001558846,42,0.000238947,170,0.000967168,455,0.002588595,3786,0.021539389,0,0,356,0.002025363,751,0.004272605,2790,0.015872926,7714,0.043886648,1335,0.00759511,227,0.001291453,747,0.004249848,790,0.004494484,1122,0.006383306,182,0.001035438,61,0.000347042,137,0.000779423,4210,0.023951619,337,0.001917267,414,0.002355337,419,0.002383783,51,0.00029015,409,0.002326891,258,0.001467819,210,0.001194736,521,0.002964084,415,0.002361027,90,0.00051203,245,0.001393859,222,0.001263007,353,0.002008295,617,0.003510249,0,0,0,0,2526,0.014370971,1463,0.00832333,0,0,119,0.000677017,0,0,0,0,0,0,889,0.005057717,11208,0.063764785,103797,0.590524034
Ryan,QLD,LP,6.03,"150,489",1568,0.010419366,398,0.002644712,150,0.000996751,328,0.002179561,409,0.002717807,1279,0.00849896,801,0.005322648,2485,0.016512835,768,0.005103363,43,0.000285735,0,0,3342,0.022207603,394,0.002618132,655,0.004352478,456,0.003030122,1236,0.008213225,771,0.005123298,109,0.000724305,2214,0.014712039,352,0.002339041,47,0.000312315,101,0.000671145,0,0,1422,0.009449196,2335,0.015516084,0,0,430,0.002857352,163,0.001083136,11,7.3095E-05,8,5.316E-05,330,0.002192851,0,0,458,0.003043412,1650,0.010964257,3528,0.023443574,428,0.002844062,438,0.002910512,45,0.000299025,212,0.001408741,537,0.003568367,83,0.000551535,1210,0.008040455,46,0.00030567,407,0.002704517,1235,0.00820658,5524,0.036707002,0,0,76,0.00050502,1198,0.007960715,3147,0.020911827,8664,0.057572314,1489,0.009894411,283,0.001880536,663,0.004405638,1291,0.0085787,267,0.001774216,495,0.003289277,315,0.002093176,919,0.006106759,1845,0.012260032,1491,0.009907701,2454,0.01630684,325,0.002159626,292,0.001940341,1024,0.006804484,274,0.001820731,898,0.005967214,610,0.004053452,143,0.000950236,165,0.001096426,778,0.005169813,463,0.003076637,678,0.004505313,1707,0.011343022,0,0,0,0,1455,0.009668481,903,0.006000439,0,0,108,0.00071766,0,0,5,3.3225E-05,0,0,1065,0.007076929,7547,0.050149845,67346,0.447514436
Wide Bay,QLD,LNP,13.15,"138,434",229,0.001654218,16,0.000115579,8,5.77893E-05,37,0.000267275,15,0.000108355,76,0.000548998,62,0.000447867,406,0.002932806,19,0.00013725,0,0,3,2.1671E-05,1734,0.012525825,778,0.005620007,357,0.002578846,1545,0.011160553,2734,0.019749484,204,0.001473626,34,0.000245604,2122,0.015328604,190,0.001372495,277,0.002000954,87,0.000628458,0,0,261,0.001885375,4421,0.031935796,0,0,490,0.003539593,674,0.004868746,42,0.000303394,4,2.88946E-05,199,0.001437508,23,0.000166144,203,0.001466403,295,0.002130979,3204,0.023144603,150,0.001083549,246,0.00177702,4,2.88946E-05,63,0.000455091,212,0.001531416,36,0.000260052,548,0.003958565,98,0.000707919,192,0.001386943,501,0.003619053,4577,0.033062687,0,0,382,0.002759438,138,0.000996865,1154,0.008336102,4424,0.031957467,1256,0.009072916,160,0.001155785,868,0.006270136,398,0.002875016,129,0.000931852,106,0.000765708,35,0.000252828,129,0.000931852,3348,0.02418481,281,0.002029848,248,0.001791467,199,0.001437508,69,0.000498432,172,0.001242469,132,0.000953523,94,0.000679024,351,0.002535504,112,0.00080905,76,0.000548998,131,0.000946299,348,0.002513833,275,0.001986506,422,0.003048384,0,0,0,0,2588,0.018694829,1588,0.01147117,0,0,45,0.000325065,0,0,5,3.61183E-05,0,0,612,0.004420879,12763,0.092195559,76178,0.55028389
Wright,QLD,LNP,14.58,"152,724",328,0.002147665,15,9.82164E-05,8,5.23821E-05,31,0.000202981,24,0.000157146,160,0.001047641,131,0.000857756,695,0.004550693,50,0.000327388,0,0,3,1.96433E-05,2122,0.013894345,857,0.00561143,268,0.0017548,2195,0.014372332,3040,0.019905188,266,0.001741704,37,0.000242267,2298,0.015046751,246,0.001610749,105,0.000687515,65,0.000425604,0,0,251,0.001643488,4855,0.031789372,0,0,841,0.005506666,686,0.004491763,0,0,5,3.27388E-05,192,0.00125717,10,6.54776E-05,186,0.001217883,176,0.001152406,3086,0.020206385,87,0.000569655,158,0.001034546,14,9.16686E-05,298,0.001951232,298,0.001951232,32,0.000209528,336,0.002200047,60,0.000392866,196,0.001283361,435,0.002848275,4290,0.028089888,0,0,366,0.00239648,238,0.001558367,1253,0.008204342,5477,0.035862078,1188,0.007778738,179,0.001172049,819,0.005362615,461,0.003018517,366,0.00239648,85,0.00055656,22,0.000144051,116,0.00075954,3374,0.02209214,304,0.001990519,299,0.00195778,381,0.002494696,70,0.000458343,165,0.00108038,189,0.001237527,71,0.000464891,469,0.003070899,152,0.000995259,47,0.000307745,192,0.00125717,267,0.001748252,266,0.001741704,411,0.002691129,0,0,0,0,2356,0.015426521,1786,0.011694298,0,0,104,0.000680967,0,0,0,0,0,0,696,0.004557241,12481,0.081722585,86679,0.567553233
Adelaide,SA,ALP,8.18,"177,282",1010,0.005697138,316,0.001782471,86,0.000485103,201,0.001133787,272,0.001534279,588,0.00331675,682,0.003846978,1895,0.010689184,1009,0.005691497,20,0.000112815,5,2.82037E-05,2549,0.014378222,897,0.005059735,376,0.002120915,908,0.005121783,1937,0.010926095,473,0.002668066,66,0.000372288,2659,0.014998703,157,0.000885595,14,7.89702E-05,42,0.000236911,0,0,1338,0.007547298,2535,0.014299252,0,0,261,0.001472231,257,0.001449668,0,0,0,0,242,0.001365057,0,0,727,0.004100811,2086,0.011766564,4392,0.024774089,600,0.003384438,601,0.003390079,19,0.000107174,90,0.000507666,484,0.002730114,130,0.000733295,995,0.005612527,31,0.000174863,211,0.001190194,789,0.004450536,5423,0.030589682,0,0,6,3.38444E-05,1592,0.008980043,3785,0.021350165,7912,0.04462946,2291,0.012922914,247,0.00139326,555,0.003130605,1440,0.008122652,143,0.000806624,416,0.002346544,346,0.001951693,941,0.005307927,3266,0.018422626,973,0.005488431,1983,0.011185569,251,0.001415823,228,0.001286087,950,0.005358694,196,0.001105583,640,0.003610068,422,0.002380388,141,0.000795343,159,0.000896876,624,0.003519816,543,0.003062917,934,0.005268442,1416,0.007987275,0,0,0,0,2512,0.014169515,1542,0.008698007,0,0,187,0.001054817,0,0,0,0,0,0,1332,0.007513453,12300,0.069380986,87076,0.491172257
Barker,SA,LP,18.94,"161,128",133,0.000825431,0,0,10,6.20625E-05,0,0,21,0.000130331,56,0.00034755,461,0.002861079,362,0.002246661,23,0.000142744,0,0,0,0,1758,0.01091058,881,0.005467703,544,0.003376198,2312,0.014348841,2880,0.017873988,102,0.000633037,26,0.000161362,2014,0.012499379,64,0.0003972,258,0.001601211,86,0.000533737,0,0,74,0.000459262,2911,0.018066382,4,2.4825E-05,2179,0.01352341,1086,0.006739983,93,0.000577181,9,5.58562E-05,223,0.001383993,15,9.30937E-05,138,0.000856462,195,0.001210218,3711,0.023031379,65,0.000403406,174,0.001079887,6,3.72375E-05,165,0.001024031,258,0.001601211,13,8.06812E-05,322,0.001998411,9,5.58562E-05,121,0.000750956,257,0.001595005,4749,0.029473462,0,0,73,0.000453056,147,0.000912318,1043,0.006473115,4323,0.026829601,1506,0.009346606,118,0.000732337,564,0.003500323,546,0.00338861,132,0.000819224,49,0.000304106,20,0.000124125,99,0.000614418,4371,0.027127501,94,0.000583387,97,0.000602006,306,0.001899111,27,0.000167569,29,0.000179981,175,0.001086093,25,0.000155156,302,0.001874286,75,0.000465468,3,1.86187E-05,77,0.000477881,89,0.000552356,81,0.000502706,185,0.001148156,0,0,0,0,2522,0.015652152,1379,0.008558413,4,2.4825E-05,118,0.000732337,0,0,0,0,0,0,591,0.003667891,13505,0.083815352,97638,0.605965444
Boothby,SA,LP,1.38,"161,816",882,0.005450635,172,0.001062936,82,0.000506748,219,0.001353389,241,0.001489346,572,0.003534879,662,0.004091066,1357,0.008386068,463,0.002861275,25,0.000154496,4,2.47194E-05,2254,0.013929401,1055,0.006519751,272,0.001680922,902,0.005574232,1992,0.012310278,369,0.002280368,146,0.000902259,2949,0.018224403,199,0.001229792,50,0.000308993,59,0.000364612,0,0,875,0.005407376,3163,0.019546893,0,0,220,0.001359569,408,0.002521382,3,1.85396E-05,13,8.03382E-05,207,0.001279231,0,0,539,0.003330944,1298,0.008021456,5811,0.035911158,318,0.001965195,453,0.002799476,24,0.000148317,110,0.000679784,542,0.003349483,127,0.000784842,1163,0.007187176,30,0.000185396,383,0.002366886,918,0.00567311,7059,0.043623622,0,0,26,0.000160676,864,0.005339398,3205,0.019806447,7107,0.043920255,2218,0.013706926,383,0.002366886,816,0.005042765,1359,0.008398428,156,0.000964058,397,0.002453404,169,0.001044396,884,0.005462995,3519,0.021746922,1023,0.006321995,1153,0.007125377,569,0.00351634,236,0.001458447,687,0.004245563,285,0.00176126,592,0.003658476,564,0.00348544,82,0.000506748,111,0.000685964,440,0.002719138,397,0.002453404,677,0.004183764,917,0.00566693,0,0,0,0,1879,0.011611954,1606,0.009924853,0,0,105,0.000648885,0,0,0,0,0,0,1029,0.006359075,9273,0.057305829,77911,0.481478964
Grey,SA,LP,13.32,"163,581",105,0.000641884,7,4.27923E-05,0,0,13,7.94713E-05,14,8.55845E-05,51,0.000311772,92,0.000562413,265,0.001619993,16,9.78109E-05,0,0,0,0,1934,0.011822889,693,0.004236433,491,0.003001571,2425,0.01482446,4301,0.026292785,150,0.000916977,3,1.83395E-05,2631,0.016083775,59,0.000360678,425,0.002598101,79,0.000482941,0,0,52,0.000317885,3311,0.020240737,0,0,1746,0.010673611,451,0.002757044,4,2.44527E-05,112,0.000684676,166,0.001014788,14,8.55845E-05,199,0.001216523,165,0.001008675,4298,0.026274445,68,0.000415696,143,0.000874185,0,0,167,0.001020901,438,0.002677573,21,0.000128377,277,0.001693351,7,4.27923E-05,172,0.001051467,261,0.00159554,4843,0.029606128,0,0,35,0.000213961,104,0.000635771,758,0.00463379,3989,0.024385473,980,0.005990916,76,0.000464602,443,0.002708138,396,0.002420819,84,0.000513507,10,6.11318E-05,18,0.000110037,81,0.000495168,4263,0.026060484,59,0.000360678,80,0.000489054,375,0.002292442,41,0.00025064,37,0.000226188,96,0.000586865,3,1.83395E-05,318,0.001943991,81,0.000495168,19,0.00011615,24,0.000146716,65,0.000397357,67,0.000409583,130,0.000794713,0,0,0,0,2283,0.013956389,1289,0.007879888,3,1.83395E-05,80,0.000489054,0,0,0,0,0,0,446,0.002726478,15890,0.097138421,98947,0.604880762
Hindmarsh,SA,ALP,6.54,"156,993",548,0.003490601,173,0.00110196,14,8.9176E-05,99,0.000630601,81,0.000515947,215,0.001369488,285,0.001815368,1255,0.007993987,406,0.002586103,10,6.36971E-05,0,0,2001,0.012745791,1294,0.008242406,159,0.001012784,1515,0.009650112,3171,0.020198353,251,0.001598797,66,0.000420401,2973,0.01893715,212,0.001350379,191,0.001216615,78,0.000496837,0,0,459,0.002923697,3304,0.021045524,0,0,110,0.000700668,347,0.00221029,3,1.91091E-05,3,1.91091E-05,127,0.000808953,9,5.73274E-05,350,0.002229399,420,0.002675279,3932,0.025045703,220,0.001401336,320,0.002038307,18,0.000114655,80,0.000509577,484,0.00308294,49,0.000312116,678,0.004318664,33,0.0002102,249,0.001586058,491,0.003127528,4975,0.031689311,0,0,15,9.55457E-05,710,0.004522495,2352,0.01498156,6331,0.040326639,1862,0.011860401,267,0.001700713,714,0.004547973,951,0.006057595,211,0.001344009,205,0.001305791,119,0.000757996,431,0.002745345,3503,0.022313097,482,0.003070201,644,0.004102094,461,0.002936437,171,0.001089221,388,0.002471448,118,0.000751626,238,0.001515991,562,0.003579777,125,0.000796214,49,0.000312116,214,0.001363118,323,0.002057417,502,0.003197595,598,0.003809087,0,0,0,0,2130,0.013567484,2043,0.013013319,3,1.91091E-05,141,0.000898129,0,0,0,0,0,0,898,0.00572,9694,0.061747976,85513,0.544693075
Kingston,SA,ALP,11.94,"155,033",326,0.002102778,46,0.000296711,15,9.67536E-05,70,0.000451517,70,0.000451517,164,0.001057839,253,0.001631911,1185,0.007643534,277,0.001786716,8,5.16019E-05,0,0,1910,0.012319958,1574,0.010152677,162,0.001044939,1796,0.01158463,2901,0.018712145,207,0.0013352,81,0.000522469,3207,0.020685918,149,0.000961086,55,0.000354763,57,0.000367664,0,0,220,0.001419053,4210,0.027155509,0,0,160,0.001032038,603,0.003889494,0,0,7,4.51517E-05,144,0.000928835,5,3.22512E-05,368,0.002373688,155,0.000999787,4732,0.030522534,46,0.000296711,283,0.001825418,29,0.000187057,118,0.000761128,486,0.003134816,53,0.000341863,436,0.002812304,24,0.000154806,164,0.001057839,401,0.002586546,4350,0.028058542,0,0,10,6.45024E-05,318,0.002051176,1837,0.01184909,5767,0.037198532,1790,0.011545929,253,0.001631911,1018,0.006566344,753,0.00485703,166,0.00107074,106,0.000683725,81,0.000522469,304,0.001960873,5169,0.033341289,381,0.002457541,246,0.001586759,530,0.003418627,99,0.000638574,206,0.001328749,234,0.001509356,141,0.000909484,491,0.003167068,186,0.001199745,36,0.000232209,159,0.001025588,234,0.001509356,355,0.002289835,427,0.002754252,0,0,0,0,2537,0.016364258,1966,0.012681171,8,5.16019E-05,58,0.000374114,0,0,6,3.87014E-05,0,0,754,0.004863481,8537,0.055065696,85487,0.551411635
Makin,SA,ALP,9.72,"163,219",396,0.002426188,138,0.00084549,55,0.000336971,178,0.001090559,18,0.000110281,122,0.000747462,327,0.002003443,1519,0.009306515,447,0.002738652,29,0.000177675,0,0,2342,0.01434882,1473,0.009024685,202,0.001237601,1930,0.011824604,3449,0.021131118,316,0.001936049,49,0.00030021,3645,0.022331959,306,0.001874782,39,0.000238943,76,0.000465632,0,0,257,0.001574572,3614,0.02214203,0,0,157,0.000961898,353,0.002162738,4,2.4507E-05,0,0,85,0.000520773,0,0,321,0.001966683,256,0.001568445,4304,0.026369479,168,0.001029292,376,0.002303653,4,2.4507E-05,109,0.000667814,305,0.001868655,38,0.000232816,339,0.002076964,32,0.000196056,128,0.000784222,362,0.002217879,4581,0.028066585,0,0,37,0.000226689,530,0.003247171,2096,0.012841642,6405,0.039241755,1566,0.009594471,165,0.001010912,847,0.005189347,926,0.005673359,204,0.001249854,169,0.001035419,135,0.00082711,196,0.001200841,4600,0.028182993,341,0.002089218,290,0.001776754,498,0.003051115,90,0.000551406,331,0.00202795,251,0.001537811,106,0.000649434,420,0.00257323,226,0.001384643,22,0.000134788,158,0.000968025,185,0.001133446,334,0.00204633,491,0.003008228,0,0,0,0,2280,0.013968962,1925,0.01179397,3,1.83802E-05,94,0.000575913,0,0,0,0,0,0,762,0.004668574,9076,0.055606271,92210,0.564946483
Mayo,SA,IND,5.14,"154,831",613,0.003959155,53,0.000342309,39,0.000251888,113,0.000729828,213,0.001375693,402,0.002596379,382,0.002467206,669,0.00432084,130,0.000839625,0,0,0,0,2070,0.013369416,1140,0.007362867,314,0.002028018,1796,0.011599744,2337,0.015093877,199,0.001285272,120,0.000775039,2800,0.018084234,140,0.000904212,120,0.000775039,65,0.000419813,0,0,462,0.002983899,3771,0.024355588,0,0,1020,0.006587828,1028,0.006639497,0,0,10,6.45865E-05,403,0.002602838,8,5.16692E-05,419,0.002706176,534,0.003448922,5118,0.033055396,88,0.000568362,385,0.002486582,7,4.52106E-05,256,0.001653416,469,0.003029109,52,0.00033585,862,0.005567361,33,0.000213136,183,0.001181934,546,0.003526426,6364,0.04110288,0,0,40,0.000258346,302,0.001950514,1870,0.012077685,5400,0.034876737,1646,0.010630946,248,0.001601746,890,0.005748203,791,0.005108796,122,0.000787956,197,0.001272355,124,0.000800873,589,0.003804148,4099,0.026474027,653,0.004217502,637,0.004114163,470,0.003035568,172,0.001110889,252,0.001627581,265,0.001711544,205,0.001324024,482,0.003113072,102,0.000658783,78,0.000503775,291,0.001879469,396,0.002557627,468,0.003022651,531,0.003429546,0,0,0,0,2375,0.015339305,1611,0.010404893,3,1.9376E-05,65,0.000419813,0,0,4,2.58346E-05,0,0,894,0.005774037,10334,0.06674374,79643,0.514386654
