Electorate,State,Party,Margin,Total,"Natural and Physical Sciences, nfd",% Natural & Physical Sciences,Mathematical Sciences,%Mathematical Sciences,Physics and Astronomy,% Physics & Astronomy,Chemical Sciences,% Chemical Sciences,Earth Sciences,% Earth Sciences,Biological Sciences,% Biological Sciences,Other Natural and Physical Sciences,% Other Sciences,"Information Technology, nfd",% IT,Computer Science,% Computer Science,Information Systems,% Information Systems,Other Information Technology,% Other IT,"Engineering and Related Technologies, nfd",% Engineering,Manufacturing Engineering and Technology,% Manufacturing Engineering,Process and Resources Engineering,% Process and Resources Eng.,Automotive Engineering and Technology,% Automotive Engineering,Mechanical and Industrial Engineering and Technology,% Mechanical and Industrial Eng.,Civil Engineering,% Civil Eng.,Geomatic Engineering,% Geomatic Eng.,Electrical and Electronic Engineering and Technology,% Electrical and Electronic Eng.,Aerospace Engineering and Technology,% Aerospace Eng.,Maritime Engineering and Technology,% Maritime Eng.,Other Engineering and Related Technologies,% Other Eng.,"Architecture and Building, nfd",% Architecture,Architecture and Urban Environment,% Archi & Urban,Building,% Building,"Agriculture, Environmental and Related Studies, nfd",% Agriculture & Enviro,Agriculture,% Agriculture,Horticulture and Viticulture,%Horticulture & Viticulture,Forestry Studies,% Forestry,Fisheries Studies,% Fisheries,Environmental Studies,% Environ,"Other Agriculture, Environmental and Related Studies",% Other Agri,"Health, nfd",% Health,Medical Studies,%Medical,Nursing,% Nursing,Pharmacy,%Pharmacy,Dental Studies,% Dental,Optical Science,% Optical,Veterinary Studies,% Vet,Public Health,% Public Health,Radiography,%Radiography,Rehabilitation Therapies,%Rehab,Complementary Therapies,% Comple. Med,Other Health,%Other Health,"Education, nfd",% Education,Teacher Education,% Teacher,Curriculum and Education Studies,% Curriculum,Other Education,% Other Education,"Management and Commerce, nfd",% Management & Commerce,Accounting,% Accounting,Business and Management,% Business,Sales and Marketing,% Sales & Marketing,Tourism,%Toursim,Office Studies,% Office,"Banking, Finance and Related Fields",% Banking & Finance,Other Management and Commerce,% Other Management,"Society and Culture, nfd",%Society,Political Science and Policy Studies,%Poli Sci,Studies in Human Society,% Human Society,Human Welfare Studies and Services,% Human Welfare,Behavioural Science,% Behavioural Science,Law,% Law,Justice and Law Enforcement,% Justice,"Librarianship, Information Management and Curatorial Studies",% Librarianship,Language and Literature,%Language & Lit,Philosophy and Religious Studies,% Philosophy,Economics and Econometrics,% Economics,Sport and Recreation,% Sport,Other Society and Culture,% Other Society,"Creative Arts, nfd",% Creative Arts,Performing Arts,%Performing Arts,Visual Arts and Crafts,% Visual Arts,Graphic and Design Studies,% Graphic and Design,Communication and Media Studies,% Communication and Media,Other Creative Arts,% Other Creative Arts,"Food, Hospitality and Personal Services, nfd",% Food,Food and Hospitality,% Food and Hospitality,Personal Services,% Personal Services,"Mixed Field Programmes, nfd",% Mixed Field,General Education Programmes,% General Education,Social Skills Programmes,% Social Skills,Employment Skills Programmes,% Employment Skills,Other Mixed Field Programmes,% Other Mixed Field,Field of study inadequately described,% Inadequately described,Field of study not stated,% Not stated,Not applicable,% N/A
Macnamara,VIC,ALP,6.25,"163,085",1337,0.008198179,446,0.00273477,106,0.000649968,243,0.001490021,143,0.000876843,545,0.003341816,589,0.003611614,2955,0.018119386,1292,0.007922249,253,0.001551338,3,1.83953E-05,2896,0.017757611,565,0.003464451,331,0.002029616,324,0.001986694,904,0.005543122,486,0.002980041,50,0.000306589,1938,0.011883374,232,0.001422571,22,0.000134899,63,0.000386302,0,0,2111,0.01294417,2262,0.013870068,0,0,127,0.000778735,181,0.001109851,4,2.45271E-05,0,0,220,0.00134899,0,0,589,0.003611614,1978,0.012128645,2599,0.015936475,368,0.002256492,421,0.002581476,23,0.000141031,65,0.000398565,407,0.002495631,55,0.000337247,1245,0.007634056,32,0.000196217,542,0.00332342,1110,0.006806267,5149,0.031572493,0,0,3,1.83953E-05,2858,0.017524604,4504,0.0276175,10896,0.066811785,3999,0.024520955,458,0.002808351,702,0.004304504,2253,0.013814882,219,0.001342858,760,0.004660147,600,0.003679063,1293,0.007928381,1962,0.012030536,1769,0.010847104,3759,0.02304933,176,0.001079192,283,0.001735291,1260,0.007726032,230,0.001410308,1409,0.008639666,735,0.004506852,251,0.001539075,380,0.002330073,1273,0.007805745,1025,0.006285066,2373,0.014550694,2993,0.018352393,0,0,0,0,2374,0.014556826,1434,0.008792961,0,0,102,0.000625441,0,0,6,3.67906E-05,0,0,1970,0.01207959,16504,0.101198761,56113,0.34407211
Mallee,VIC,NP,16.23,"149,307",142,0.000951061,3,2.00928E-05,0,0,9,6.02785E-05,9,6.02785E-05,53,0.000354973,102,0.000683156,310,0.002076259,25,0.00016744,0,0,0,0,1452,0.009724929,689,0.004614653,111,0.000743435,2082,0.013944423,1867,0.012504437,155,0.001038129,21,0.00014065,1533,0.010267436,29,0.000194231,11,7.36737E-05,77,0.000515716,0,0,78,0.000522414,3246,0.021740441,0,0,2988,0.020012458,800,0.005358088,4,2.67904E-05,0,0,188,0.001259151,23,0.000154045,170,0.001138594,205,0.00137301,4304,0.028826512,105,0.000703249,172,0.001151989,19,0.000127255,69,0.000462135,190,0.001272546,9,6.02785E-05,405,0.002712532,8,5.35809E-05,139,0.000930968,230,0.00154045,4882,0.03269773,0,0,78,0.000522414,107,0.000716644,984,0.006590448,3508,0.023495215,896,0.006001058,54,0.000361671,420,0.002812996,301,0.00201598,121,0.000810411,69,0.000462135,3,2.00928E-05,77,0.000515716,3995,0.02675695,105,0.000703249,90,0.000602785,183,0.001225663,55,0.000368369,31,0.000207626,78,0.000522414,18,0.000120557,221,0.001480172,86,0.000575994,21,0.00014065,27,0.000180835,116,0.000776923,156,0.001044827,174,0.001165384,0,0,0,0,2154,0.014426651,1564,0.010475061,0,0,96,0.000642971,0,0,0,0,0,0,502,0.0033622,15608,0.104536291,88859,0.595142894
Maribyrnong,VIC,ALP,11.20,"154,325",1114,0.007218532,194,0.001257087,47,0.000304552,235,0.00152276,28,0.000181435,510,0.003304714,495,0.003207517,2280,0.014774016,976,0.006324316,156,0.001010854,3,1.94395E-05,2340,0.015162806,834,0.005404179,188,0.001218208,836,0.005417139,1493,0.009674388,442,0.002864086,48,0.000311032,2341,0.015169286,388,0.002514175,12,7.7758E-05,64,0.000414709,0,0,923,0.005980884,2971,0.019251579,0,0,132,0.000855338,224,0.001451482,5,3.23992E-05,5,3.23992E-05,117,0.00075814,0,0,461,0.002987202,809,0.005242184,2759,0.017877855,349,0.002261461,316,0.002047627,12,7.7758E-05,63,0.000408229,377,0.002442896,85,0.000550786,856,0.005546736,31,0.000200875,339,0.002196663,1025,0.006641827,5337,0.034582861,3,1.94395E-05,50,0.000323992,1341,0.008689454,4035,0.02614612,7265,0.047075976,1911,0.012382958,389,0.002520654,783,0.005073708,1301,0.008430261,370,0.002397538,371,0.002404017,226,0.001464442,544,0.003525028,2353,0.015247044,981,0.006356715,1271,0.008235866,333,0.002157784,300,0.001943949,593,0.00384254,126,0.000816459,523,0.003388952,516,0.003343593,240,0.00155516,128,0.000829418,563,0.003648145,429,0.002779848,1167,0.007561963,1522,0.009862304,0,0,0,0,1994,0.012920784,1509,0.009778066,0,0,116,0.00075166,0,0,0,0,0,0,1405,0.009104163,11207,0.072619472,74774,0.484522922
McEwen,VIC,ALP,5.02,"139,610",540,0.003867918,42,0.000300838,4,2.86512E-05,69,0.000494234,16,0.000114605,195,0.001396748,168,0.001203352,937,0.006711554,258,0.001848005,28,0.000200559,0,0,1883,0.013487573,1270,0.00909677,140,0.001002793,1884,0.013494735,2183,0.015636416,211,0.001511353,30,0.000214884,2616,0.018737913,602,0.004312012,7,5.01397E-05,110,0.000787909,0,0,237,0.001697586,4911,0.035176563,0,0,451,0.003230428,671,0.004806246,0,0,5,3.58141E-05,107,0.000766421,7,5.01397E-05,275,0.001969773,101,0.000723444,3385,0.024246114,46,0.000329489,344,0.002464007,3,2.14884E-05,187,0.001339446,234,0.001676098,13,9.31165E-05,536,0.003839267,42,0.000300838,197,0.001411074,562,0.0040255,4857,0.034789772,0,0,171,0.001224841,320,0.002292099,1736,0.012434639,4883,0.034976005,1112,0.007965045,251,0.001797865,780,0.005586992,567,0.004061314,425,0.003044195,135,0.000966979,44,0.000315164,205,0.001468376,3544,0.025385001,353,0.002528472,282,0.002019913,529,0.003789127,145,0.001038608,129,0.000924003,111,0.000795072,132,0.000945491,590,0.004226058,224,0.00160447,50,0.000358141,206,0.001475539,333,0.002385216,368,0.002635914,532,0.003810615,0,0,0,0,1952,0.013981806,1810,0.012964687,0,0,29,0.000207722,0,0,4,2.86512E-05,0,0,941,0.006740205,9065,0.064930879,75413,0.540169042
Melbourne,VIC,GRN,21.83,"185,477",1973,0.010637438,490,0.002641837,228,0.001229263,324,0.001746847,163,0.000878815,1022,0.005510117,1198,0.006459022,3285,0.017711091,2233,0.012039229,363,0.001957116,0,0,3785,0.020406843,438,0.002361479,385,0.002075729,157,0.000846466,865,0.004663651,724,0.003903449,92,0.000496018,2310,0.012454374,193,0.00104056,18,9.70471E-05,220,0.001186131,3,1.61745E-05,3326,0.017932143,1669,0.00899842,3,1.61745E-05,205,0.001105258,205,0.001105258,3,1.61745E-05,0,0,442,0.002383045,0,0,729,0.003930406,2595,0.013990953,2579,0.013904689,324,0.001746847,329,0.001773805,33,0.00017792,102,0.000549933,566,0.003051591,63,0.000339665,1178,0.006351192,71,0.000382797,518,0.002792799,1140,0.006146315,4353,0.023469217,0,0,6,3.2349E-05,3264,0.017597869,4582,0.024703872,10734,0.057872405,3249,0.017516997,388,0.002091904,299,0.00161206,2548,0.013737552,262,0.001412574,970,0.005229759,1009,0.005440028,1806,0.009737056,2076,0.011192762,1841,0.009925759,4055,0.021862549,164,0.000884207,356,0.001919375,1789,0.009645401,408,0.002199734,1479,0.007974035,424,0.002285998,367,0.001978682,533,0.002873672,1256,0.006771729,1353,0.007294705,3190,0.017198898,4131,0.022272303,0,0,0,0,2879,0.01552214,1056,0.005693428,0,0,526,0.002835931,0,0,0,0,0,0,2368,0.012767082,19965,0.107641379,64603,0.348307337
Menzies,VIC,LP,7.53,"144,778",1070,0.007390626,211,0.001457404,78,0.000538756,369,0.00254873,58,0.000400613,444,0.003066764,497,0.003432842,2319,0.016017627,870,0.0060092,171,0.001181119,0,0,2705,0.018683778,979,0.006762077,241,0.001664618,934,0.006451256,1419,0.009801213,504,0.003481192,88,0.000607827,2670,0.018442028,108,0.00074597,26,0.000179585,64,0.000442056,0,0,729,0.005035295,3294,0.022752076,0,0,100,0.000690713,288,0.001989253,0,0,0,0,101,0.00069762,3,2.07214E-05,462,0.003191093,999,0.00690022,3200,0.022102806,342,0.002362237,406,0.002804293,46,0.000317728,56,0.000386799,188,0.00129854,45,0.000310821,803,0.005546423,35,0.000241749,235,0.001623175,849,0.005864151,5496,0.037961569,0,0,56,0.000386799,1684,0.011631601,4648,0.032104325,6558,0.045296937,1991,0.013752089,185,0.001277818,1155,0.007977731,1497,0.010339969,114,0.000787412,294,0.002030695,54,0.000372985,370,0.002555637,1939,0.013392919,842,0.005815801,937,0.006471978,224,0.001547196,206,0.001422868,659,0.004551797,213,0.001471218,639,0.004413654,384,0.002652337,81,0.000559477,93,0.000642363,349,0.002410587,354,0.002445123,839,0.005795079,875,0.006043736,0,0,0,0,1510,0.010429761,1422,0.009821934,0,0,85,0.000587106,0,0,3,2.07214E-05,0,0,1108,0.007653096,7144,0.049344514,71018,0.490530329
Monash,VIC,LP,7.36,"136,729",332,0.002428161,18,0.000131647,7,5.11962E-05,37,0.000270608,27,0.000197471,87,0.000636295,101,0.000738687,490,0.003583731,48,0.000351059,0,0,0,0,1760,0.012872178,878,0.006421461,269,0.001967395,2004,0.01465673,2784,0.020361445,197,0.001440806,20,0.000146275,2114,0.015461241,43,0.000314491,63,0.000460765,66,0.000482707,0,0,154,0.001126316,4735,0.034630547,0,0,1293,0.009456662,787,0.005755911,17,0.000124334,0,0,194,0.001418865,3,2.19412E-05,201,0.001470061,171,0.001250649,3493,0.025546885,100,0.000731374,226,0.001652905,3,2.19412E-05,239,0.001747983,240,0.001755297,12,8.77648E-05,542,0.003964046,35,0.000255981,126,0.000921531,496,0.003627614,5071,0.037087962,0,0,162,0.001184825,91,0.00066555,1296,0.009478604,3473,0.02540061,943,0.006896854,116,0.000848394,623,0.004556458,361,0.002640259,188,0.001374983,79,0.000577785,18,0.000131647,155,0.001133629,3932,0.028757615,202,0.001477375,190,0.00138961,202,0.001477375,91,0.00066555,96,0.000702119,205,0.001499316,65,0.000475393,396,0.00289624,108,0.000789884,30,0.000219412,89,0.000650923,307,0.002245317,171,0.001250649,276,0.002018592,0,0,0,0,2074,0.015168691,1565,0.011445999,0,0,60,0.000438824,0,0,0,0,0,0,655,0.004790498,12345,0.090288088,74471,0.544661337
Nicholls,VIC,NP,20.03,"146,441",243,0.001659371,0,0,0,0,25,0.000170717,14,9.56016E-05,70,0.000478008,163,0.001113076,332,0.002267125,35,0.000239004,0,0,0,0,1682,0.011485854,776,0.005299062,440,0.003004623,2020,0.013793951,2344,0.016006446,142,0.000969674,17,0.000116088,1695,0.011574627,45,0.000307291,15,0.00010243,43,0.000293634,0,0,90,0.000614582,3570,0.024378419,0,0,2158,0.01473631,588,0.004015269,6,4.09721E-05,0,0,105,0.000717012,3,2.04861E-05,242,0.001652543,329,0.002246639,3966,0.027082579,75,0.000512152,217,0.001481825,9,6.14582E-05,132,0.000901387,137,0.00093553,16,0.000109259,443,0.003025109,16,0.000109259,179,0.001222335,337,0.002301268,4609,0.031473426,0,0,117,0.000798957,127,0.000867243,1270,0.008672435,3682,0.025143232,674,0.004602536,55,0.000375578,422,0.002881707,371,0.002533444,207,0.001413539,73,0.000498494,20,0.000136574,83,0.000566781,4080,0.02786105,117,0.000798957,134,0.000915044,138,0.000942359,30,0.000204861,71,0.000484837,99,0.00067604,25,0.000170717,324,0.002212495,104,0.000710184,0,0,33,0.000225347,134,0.000915044,123,0.000839929,167,0.001140391,0,0,0,0,2422,0.016539084,1520,0.010379607,0,0,106,0.000723841,0,0,3,2.04861E-05,0,0,570,0.003892353,14772,0.100873389,85482,0.583729966
Scullin,VIC,ALP,21.66,"154,597",555,0.003589979,77,0.000498069,12,7.76212E-05,104,0.000672717,3,1.94053E-05,243,0.001571829,548,0.0035447,2260,0.014618654,730,0.004721955,106,0.000685654,5,3.23422E-05,1868,0.012083029,1252,0.008098475,158,0.001022012,1500,0.009702646,1793,0.011597896,297,0.001921124,5,3.23422E-05,2291,0.014819175,94,0.000608032,15,9.70265E-05,50,0.000323422,0,0,320,0.002069898,3036,0.019638156,0,0,107,0.000692122,156,0.001009075,0,0,0,0,7,4.5279E-05,0,0,325,0.00210224,303,0.001959935,2782,0.017995175,108,0.000698591,290,0.001875845,8,5.17474E-05,23,0.000148774,183,0.001183723,33,0.000213458,312,0.00201815,12,7.76212E-05,116,0.000750338,335,0.002166924,3113,0.020136225,0,0,137,0.000886175,637,0.00412039,3046,0.01970284,4983,0.032232191,1186,0.007671559,277,0.001791755,719,0.004650802,613,0.003965148,349,0.002257482,124,0.000802085,41,0.000265206,194,0.001254876,3467,0.02242605,286,0.001849971,303,0.001959935,298,0.001927592,28,0.000181116,342,0.002212203,96,0.000620969,211,0.001364839,352,0.002276888,266,0.001720603,32,0.00020699,141,0.000912049,133,0.000860301,493,0.003188936,452,0.002923731,0,0,0,0,2308,0.014929138,2009,0.012995078,0,0,179,0.001157849,0,0,0,0,0,0,1077,0.0069665,9328,0.060337523,91691,0.593096891
Wannon,VIC,LP,10.38,"146,451",260,0.001775338,10,6.82822E-05,0,0,19,0.000129736,16,0.000109252,116,0.000792074,92,0.000628196,347,0.002369393,17,0.00011608,3,2.04847E-05,0,0,1386,0.009463916,582,0.003974025,428,0.002922479,1794,0.012249831,2237,0.015274734,155,0.001058374,3,2.04847E-05,1623,0.011082205,28,0.00019119,67,0.000457491,44,0.000300442,0,0,94,0.000641853,3925,0.026800773,0,0,3291,0.02247168,433,0.00295662,40,0.000273129,0,0,241,0.001645602,0,0,236,0.00161146,265,0.001809479,4873,0.033273928,89,0.000607712,149,0.001017405,14,9.55951E-05,168,0.001147141,213,0.001454411,15,0.000102423,543,0.003707725,14,9.55951E-05,131,0.000894497,365,0.002492301,5441,0.037152358,0,0,74,0.000505288,217,0.001481724,941,0.006425357,3558,0.024294815,881,0.006015664,107,0.00073062,503,0.003434596,249,0.001700227,55,0.000375552,57,0.000389209,13,8.87669E-05,97,0.000662338,4403,0.030064663,210,0.001433927,130,0.000887669,160,0.001092516,69,0.000471147,70,0.000477976,102,0.000696479,27,0.000184362,361,0.002464988,62,0.00042335,75,0.000512117,35,0.000238988,239,0.001631945,111,0.000757933,279,0.001905074,0,0,0,0,2492,0.01701593,1529,0.010440352,0,0,51,0.000348239,0,0,0,0,0,0,637,0.004349578,14270,0.097438734,83113,0.567514049
Wills,VIC,ALP,8.17,"151,475",1154,0.007618419,223,0.00147219,106,0.000699785,180,0.001188315,73,0.000481928,783,0.00516917,605,0.003994058,2373,0.015665951,1023,0.00675359,151,0.000996864,0,0,2140,0.014127744,898,0.005928371,158,0.001043076,927,0.006119822,1184,0.007816471,356,0.002350223,57,0.0003763,2225,0.014688893,188,0.001241129,11,7.26192E-05,98,0.000646971,0,0,1202,0.007935303,2689,0.017752104,0,0,127,0.000838422,249,0.001643836,4,2.6407E-05,0,0,305,0.002013534,0,0,430,0.002838752,556,0.003670573,2467,0.016286516,158,0.001043076,167,0.001102492,4,2.6407E-05,39,0.000257468,468,0.003089619,53,0.000349893,883,0.005829345,24,0.000158442,333,0.002198383,964,0.006364086,4680,0.030896187,0,0,33,0.000217858,1135,0.007492986,3079,0.020326787,6072,0.040085823,1535,0.010133685,258,0.001703251,505,0.003333883,807,0.005327612,245,0.001617429,633,0.004178907,473,0.003122627,1028,0.006786598,2797,0.018465093,1140,0.007525994,1478,0.009757386,307,0.002026737,274,0.001808879,970,0.006403697,206,0.00135996,542,0.003578148,368,0.002429444,322,0.002125763,299,0.001973923,968,0.006390493,1073,0.007083677,1668,0.011011718,2370,0.015646146,0,0,0,0,2202,0.014537052,1197,0.007902294,0,0,138,0.000911041,0,0,0,0,0,0,1690,0.011156957,10734,0.070863179,72671,0.479755735
Brand,WA,ALP,6.66,"161,261",235,0.001457265,31,0.000192235,16,9.9218E-05,117,0.000725532,60,0.000372068,121,0.000750336,306,0.001897545,"1,082",0.00670962,229,0.001420058,15,9.30169E-05,0,0,"2,765",0.017146117,836,0.005184142,478,0.002964139,"1,621",0.010052027,"4,800",0.029765411,158,0.000979778,38,0.000235643,"3,416",0.021183051,112,0.000694526,476,0.002951737,109,0.000675923,0,0,214,0.001327041,"4,080",0.0253006,0,0,212,0.001314639,449,0.002784306,0,0,0,0,183,0.001134806,0,0,253,0.001568885,109,0.000675923,"3,193",0.0198002,75,0.000465085,218,0.001351846,4,2.48045E-05,132,0.000818549,734,0.004551627,14,8.68158E-05,316,0.001959556,0,0,230,0.001426259,376,0.002331624,"3,479",0.021573722,0,0,764,0.004737661,378,0.002344026,"1,598",0.009909402,"5,025",0.031160665,942,0.005841462,278,0.001723913,999,0.006194926,529,0.003280396,287,0.001779724,139,0.000861957,82,0.000508492,178,0.001103801,"3,609",0.022379869,287,0.001779724,169,0.001047991,247,0.001531678,82,0.000508492,129,0.000799945,102,0.000632515,51,0.000316257,657,0.004074141,247,0.001531678,61,0.000378269,84,0.000520895,212,0.001314639,252,0.001562684,449,0.002784306,0,0,0,0,"2,525",0.015657847,"2,191",0.01358667,0,0,104,0.000644917,0,0,0,0,0,0,679,0.004210565,"13,629",0.084515165,"89,779",0.556731014
Burt,WA,ALP,4.99,"166,040",400,0.002409058,98,0.000590219,29,0.000174657,136,0.00081908,90,0.000542038,242,0.00145748,364,0.002192243,"1,459",0.008787039,665,0.004005059,70,0.000421585,0,0,"2,937",0.017688509,"1,073",0.006462298,560,0.003372681,"1,920",0.011563479,"4,045",0.0243616,425,0.002559624,83,0.00049988,"3,085",0.01857986,242,0.00145748,125,0.000752831,63,0.000379427,0,0,319,0.001921224,"3,309",0.019928933,0,0,193,0.001162371,282,0.001698386,0,0,0,0,82,0.000493857,3,1.80679E-05,323,0.001945314,374,0.002252469,"3,305",0.019904842,203,0.001222597,252,0.001517707,9,5.42038E-05,74,0.000445676,478,0.002878824,32,0.000192725,320,0.001927246,12,7.22717E-05,110,0.000662491,445,0.002680077,"3,643",0.021940496,0,0,575,0.003463021,"1,218",0.007335582,"3,051",0.01837509,"5,757",0.034672368,"1,138",0.00685377,198,0.001192484,"1,137",0.006847748,779,0.004691641,312,0.001879065,126,0.000758853,31,0.000186702,278,0.001674295,"3,255",0.01960371,318,0.001915201,274,0.001650205,152,0.000915442,91,0.000548061,463,0.002788485,232,0.001397254,239,0.001439412,441,0.002655987,245,0.001475548,66,0.000397495,149,0.000897374,193,0.001162371,442,0.002662009,502,0.003023368,0,0,0,0,"2,434",0.014659118,"1,721",0.010364972,0,0,116,0.000698627,0,0,0,0,0,0,858,0.00516743,"10,718",0.064550711,"93,473",0.56295471
Canning,WA,LP,11.55,"142,749",211,0.001478119,23,0.000161122,3,2.10159E-05,62,0.000434329,96,0.000672509,117,0.00081962,175,0.001225928,567,0.003972007,90,0.000630477,0,0,3,2.10159E-05,"2,591",0.01815074,965,0.006760117,442,0.003096344,"2,060",0.014430924,"3,872",0.027124533,168,0.001176891,120,0.000840636,"2,717",0.019033408,146,0.001022774,313,0.00219266,87,0.000609461,0,0,176,0.001232933,"4,037",0.028280408,0,0,499,0.003495646,400,0.002802121,6,4.20318E-05,9,6.30477E-05,150,0.001050795,14,9.80742E-05,220,0.001541167,106,0.000742562,"2,976",0.020847782,65,0.000455345,286,0.002003517,8,5.60424E-05,200,0.001401061,605,0.004238208,18,0.000126095,277,0.001940469,37,0.000259196,152,0.001064806,376,0.002633994,"4,017",0.028140302,0,0,650,0.004553447,319,0.002234692,"1,379",0.009660313,"3,948",0.027656936,990,0.00693525,156,0.001092827,"1,137",0.00796503,410,0.002872174,133,0.000931705,76,0.000532403,22,0.000154117,146,0.001022774,"3,034",0.021254089,227,0.001590204,152,0.001064806,207,0.001450098,75,0.000525398,193,0.001352023,156,0.001092827,42,0.000294223,489,0.003425593,126,0.000882668,67,0.000469355,98,0.00068652,172,0.001204912,160,0.001120848,283,0.001982501,0,0,0,0,"1,877",0.013148954,"2,252",0.015775942,0,0,103,0.000721546,0,0,0,0,0,0,561,0.003929975,"11,254",0.07883768,"79,950",0.560073976
Cowan,WA,ALP,0.83,"144,849",356,0.002457732,38,0.000262342,15,0.000103556,84,0.000579914,85,0.000586818,192,0.001325518,323,0.002229908,"1,083",0.007476752,392,0.002706267,10,6.90374E-05,0,0,"2,281",0.015747434,"1,220",0.008422564,272,0.001877818,"1,636",0.011294521,"2,490",0.017190315,225,0.001553342,71,0.000490166,"2,872",0.019827545,120,0.000828449,80,0.000552299,47,0.000324476,0,0,284,0.001960662,"3,843",0.026531077,0,0,89,0.000614433,208,0.001435978,0,0,0,0,97,0.000669663,7,4.83262E-05,271,0.001870914,91,0.00062824,"2,693",0.018591775,111,0.000766315,244,0.001684513,15,0.000103556,50,0.000345187,375,0.002588903,7,4.83262E-05,313,0.002160871,3,2.07112E-05,188,0.001297903,355,0.002450828,"3,402",0.023486527,0,0,690,0.004763581,715,0.004936175,"2,471",0.017059144,"4,541",0.031349889,"1,050",0.007248928,235,0.001622379,"1,076",0.007428425,777,0.005364207,172,0.001187443,178,0.001228866,53,0.000365898,130,0.000897486,"2,677",0.018481315,383,0.002644133,291,0.002008989,217,0.001498112,58,0.000400417,343,0.002367983,174,0.001201251,124,0.000856064,398,0.002747689,182,0.001256481,53,0.000365898,86,0.000593722,131,0.00090439,268,0.001850203,555,0.003831576,0,0,0,0,"1,961",0.013538236,"1,935",0.013358739,0,0,115,0.00079393,0,0,0,0,0,0,631,0.004356261,"8,336",0.057549586,"84,178",0.581143121
Curtin,WA,LP,14.33,"140,082","1,294",0.009237447,228,0.001627618,152,0.001085079,213,0.001520538,"1,230",0.008780571,"1,007",0.007188647,604,0.00431176,800,0.005710941,523,0.003733528,40,0.000285547,0,0,"3,501",0.024992504,374,0.002669865,815,0.005818021,363,0.002591339,"1,241",0.008859097,640,0.004568753,209,0.001491983,"1,871",0.013356463,187,0.001334932,197,0.001406319,81,0.000578233,0,0,"1,488",0.01062235,"2,089",0.014912694,0,0,291,0.002077355,143,0.001020831,4,2.85547E-05,0,0,441,0.003148156,4,2.85547E-05,566,0.004040491,"3,248",0.023186419,"3,891",0.027776588,412,0.002941134,732,0.005225511,17,0.000121357,106,0.0007567,623,0.004447395,122,0.000870918,"1,482",0.010579518,41,0.000292686,498,0.003555061,892,0.006367699,"5,574",0.03979098,0,0,111,0.000792393,"2,499",0.017839551,"3,587",0.025606431,"6,432",0.045915964,"1,824",0.013020945,256,0.001827501,"1,099",0.007845405,"1,408",0.010051256,108,0.000770977,408,0.00291258,204,0.00145629,840,0.005996488,"1,174",0.008380806,"1,401",0.010001285,"2,780",0.019845519,99,0.000706729,240,0.001713282,932,0.006653246,105,0.000749561,"1,044",0.007452778,455,0.003248098,106,0.0007567,123,0.000878057,453,0.00323382,351,0.002505675,796,0.005682386,"1,178",0.00840936,0,0,0,0,"1,117",0.007973901,948,0.006767465,0,0,98,0.00069959,0,0,0,0,0,0,"1,021",0.007288588,"9,414",0.067203495,"57,345",0.409367371
Durack,WA,LP,14.76,"175,759",290,0.001649987,20,0.000113792,0,0,23,0.000130861,138,0.000785166,180,0.00102413,148,0.000842062,396,0.002253085,56,0.000318618,3,1.70688E-05,0,0,"3,309",0.018826916,672,0.003823417,769,0.004375309,"2,909",0.016551073,"5,091",0.0289658,243,0.001382575,101,0.000574651,"3,915",0.022274819,315,0.001792227,957,0.005444956,142,0.000807924,0,0,130,0.000739649,"4,251",0.024186528,0,0,"1,357",0.0077208,458,0.002605841,5,2.8448E-05,69,0.000392583,460,0.00261722,11,6.25857E-05,254,0.001445161,273,0.001553263,"2,985",0.016983483,76,0.00043241,177,0.001007061,8,4.55169E-05,163,0.000927406,814,0.004631342,20,0.000113792,414,0.002355498,4,2.27584E-05,106,0.000603099,425,0.002418084,"4,945",0.028135117,0,0,439,0.002497738,241,0.001371196,"1,056",0.006008227,"5,173",0.029432348,664,0.0037779,185,0.001052578,531,0.003021182,322,0.001832054,165,0.000938785,104,0.000591719,17,9.67234E-05,149,0.000847752,"2,345",0.013342133,180,0.00102413,135,0.000768097,317,0.001803606,13,7.39649E-05,133,0.000756718,132,0.000751028,45,0.000256032,366,0.002082397,146,0.000830683,72,0.000409652,40,0.000227584,171,0.000972923,119,0.000677063,315,0.001792227,0,0,0,0,"2,419",0.013763164,"1,445",0.008221485,0,0,99,0.000563271,0,0,4,2.27584E-05,0,0,749,0.004261517,"23,645",0.134530806,"95,906",0.545667647
